policy_id,customer_id,policy_start_date,policy_end_date,policy_type,product,sum_assured,annual_premium,premium_frequency,tenure_years,age,gender,region,smoking_status,bmi,vehicle_age,is_active
698,160,20:59.0,20:59.0,Health,Critical Illness,1325029,29427.97,Annual,16.7,39,Male,West,No,33,,1
699,1499,20:59.0,20:59.0,Life,Whole Life,973639,14636.73,Annual,15.7,32,Female,South,No,31.1,,0
700,852,20:59.0,20:59.0,Health,Individual Health,186645,3056.18,Annual,1.7,73,Female,South,No,23.3,,1
701,1688,20:59.0,20:59.0,Auto,Third Party,1610611,79250.01,Quarterly,4.7,57,Male,East,No,33.9,14,1
702,1932,20:59.0,20:59.0,Auto,Third Party,1092092,25644.92,Annual,11.2,38,Female,South,No,31.2,2,1
703,690,20:59.0,20:59.0,Health,Family Floater,1702131,65048.43,Monthly,18.8,32,Female,West,No,30.9,,1
704,1699,20:59.0,20:59.0,Health,Critical Illness,1236837,54876.59,Annual,16.9,39,Male,West,No,28.8,,0
705,380,20:59.0,20:59.0,Health,Family Floater,392221,13442.64,Annual,17,69,Female,East,No,15.3,,1
706,1569,20:59.0,20:59.0,Property,Fire Insurance,486862,9912.54,Annual,6.8,45,Female,West,No,32.4,,1
707,1953,20:59.0,20:59.0,Life,Whole Life,388767,15738.87,Annual,9.2,31,Female,North,No,24.4,,1
708,957,20:59.0,20:59.0,Health,Individual Health,1229580,44275.7,Monthly,9.9,44,Female,North,No,38.6,,0
709,691,20:59.0,20:59.0,Health,Individual Health,1603763,65102.79,Quarterly,4,58,Male,West,Yes,35.4,,1
710,1451,20:59.0,20:59.0,Health,Critical Illness,103687,4348.75,Monthly,1.6,57,Female,East,No,29.7,,1
711,1637,20:59.0,20:59.0,Auto,Own Damage,904744,44458.54,Annual,19,45,Female,South,No,21.3,13,1
712,1292,20:59.0,20:59.0,Auto,Comprehensive Auto,1206191,42306.81,Annual,5.6,43,Female,East,No,20.1,1,1
713,1859,20:59.0,20:59.0,Property,Theft Protection,443120,11945.38,Annual,5.6,66,Female,South,No,23.5,,1
714,1601,20:59.0,20:59.0,Life,Term Life,601852,22687.57,Annual,2.6,19,Male,West,No,26.9,,1
715,1441,20:59.0,20:59.0,Property,Fire Insurance,1913843,33292.11,Annual,18.6,42,Female,West,Yes,22.4,,1
716,1192,20:59.0,20:59.0,Life,Whole Life,1029091,47758.99,Quarterly,12,73,Male,North,No,27.9,,1
717,1866,20:59.0,20:59.0,Auto,Own Damage,581985,11161.5,Annual,13.7,20,Male,South,No,19.1,12,1
718,1067,20:59.0,20:59.0,Auto,Comprehensive Auto,654453,17326.32,Quarterly,18.3,25,Male,East,No,39.4,3,1
719,1580,20:59.0,20:59.0,Auto,Comprehensive Auto,1827858,79605.21,Annual,7.6,61,Other,West,No,17.7,9,1
720,285,20:59.0,20:59.0,Property,Theft Protection,984550,35351.19,Annual,12.8,50,Female,East,No,38.3,,1
721,397,20:59.0,20:59.0,Health,Individual Health,632111,18190.41,Quarterly,1.7,59,Female,North,No,37.8,,1
722,12,20:59.0,20:59.0,Health,Family Floater,583903,18433.96,Annual,4.5,69,Female,South,No,28.1,,1
723,1631,20:59.0,20:59.0,Auto,Own Damage,556554,24994.37,Monthly,16.8,52,Female,South,Yes,33.1,2,1
724,1326,20:59.0,20:59.0,Health,Critical Illness,966931,26010.59,Quarterly,15.6,23,Female,West,No,25.9,,1
725,1922,20:59.0,20:59.0,Health,Individual Health,650724,29567.43,Annual,7.7,56,Female,South,No,30.8,,0
726,1277,20:59.0,20:59.0,Property,Theft Protection,1814455,32813.88,Monthly,8.2,69,Male,West,No,23.5,,0
727,499,20:59.0,20:59.0,Life,Term Life,1481282,62492.24,Annual,11.1,40,Male,North,Yes,22.5,,0
728,754,20:59.0,20:59.0,Auto,Comprehensive Auto,907549,40534.92,Annual,1,42,Female,South,No,29.5,11,0
729,35,20:59.0,20:59.0,Auto,Comprehensive Auto,609070,13011.94,Quarterly,5.6,67,Female,West,No,27.5,1,1
730,727,20:59.0,20:59.0,Property,Home Insurance,1177109,35386.4,Annual,5,60,Male,East,No,29.5,,0
731,849,20:59.0,20:59.0,Property,Home Insurance,290011,6030.05,Monthly,5.8,36,Male,West,No,22.2,,0
732,90,20:59.0,20:59.0,Health,Critical Illness,1287903,51169.86,Monthly,16.3,22,Female,South,No,24.2,,0
733,776,20:59.0,20:59.0,Auto,Third Party,1603744,54105.79,Monthly,6.3,68,Male,North,No,17.1,0,1
734,605,20:59.0,20:59.0,Life,Whole Life,122684,4568.3,Annual,4.6,28,Female,South,No,16.3,,1
735,1946,20:59.0,20:59.0,Property,Theft Protection,1548710,33881.2,Annual,10.6,73,Other,South,No,21.3,,0
736,970,20:59.0,20:59.0,Life,Endowment,1880029,42133.53,Quarterly,17.4,29,Male,West,Yes,16.9,,1
737,1626,20:59.0,20:59.0,Life,Whole Life,1838220,30243.14,Annual,5.6,27,Male,East,Yes,17.6,,1
738,1022,20:59.0,20:59.0,Auto,Third Party,1964566,51613.79,Annual,2.5,25,Female,South,No,35.3,2,0
739,418,20:59.0,20:59.0,Auto,Third Party,1315197,45494.06,Annual,7.8,41,Female,East,Yes,16,9,1
740,115,20:59.0,20:59.0,Property,Fire Insurance,1333871,60061.17,Annual,15.2,45,Female,West,No,31.5,,0
741,617,20:59.0,20:59.0,Auto,Third Party,1966430,75397.76,Annual,11.5,58,Other,East,Yes,21.8,5,1
742,1927,20:59.0,20:59.0,Auto,Comprehensive Auto,825723,24968.93,Monthly,16.5,53,Male,West,Yes,36.8,8,0
743,1220,20:59.0,20:59.0,Auto,Own Damage,1880288,90929.23,Monthly,19.2,54,Female,North,No,27.1,10,1
744,826,20:59.0,20:59.0,Life,Term Life,997509,40073.51,Annual,16.1,38,Female,East,Yes,22.6,,0
745,1525,20:59.0,20:59.0,Property,Fire Insurance,1891646,89958.7,Annual,12.5,25,Female,East,No,27.9,,1
746,1650,20:59.0,20:59.0,Health,Family Floater,1922427,64335.13,Annual,10.4,72,Male,North,Yes,24.5,,1
747,1517,20:59.0,20:59.0,Life,Whole Life,1656241,39851.89,Monthly,1.8,26,Female,East,No,29.1,,0
748,1099,20:59.0,20:59.0,Auto,Comprehensive Auto,1729108,29133.63,Annual,19.7,64,Female,North,No,17.9,4,1
749,413,20:59.0,20:59.0,Life,Term Life,1797052,72624.21,Quarterly,8.3,32,Male,South,No,39.9,,1
750,1400,20:59.0,20:59.0,Auto,Third Party,1004138,19325.24,Annual,3.9,65,Male,West,No,25.6,14,1
751,1444,20:59.0,20:59.0,Auto,Comprehensive Auto,787651,20161.6,Quarterly,13.7,63,Female,North,Yes,23.7,2,0
752,729,20:59.0,20:59.0,Life,Term Life,1646246,55373.92,Annual,6.4,57,Male,East,No,32.8,,0
753,1301,20:59.0,20:59.0,Property,Fire Insurance,1869239,64964.62,Quarterly,12.1,35,Male,North,No,24.1,,1
754,1021,20:59.0,20:59.0,Auto,Comprehensive Auto,761423,27426.77,Annual,12.1,59,Male,East,No,35.8,13,1
755,761,20:59.0,20:59.0,Property,Theft Protection,203466,4235.95,Quarterly,9.5,37,Female,South,No,26.4,,1
756,676,20:59.0,20:59.0,Health,Critical Illness,1952797,55246.21,Annual,16.9,23,Female,North,No,33,,0
757,1418,20:59.0,20:59.0,Auto,Own Damage,284318,10406.55,Quarterly,6,29,Female,South,No,17.7,4,1
758,1893,20:59.0,20:59.0,Property,Theft Protection,422778,20692.3,Monthly,9.5,19,Male,West,No,36.2,,1
759,457,20:59.0,20:59.0,Property,Fire Insurance,181936,7362.42,Annual,11.2,24,Female,East,No,33.4,,1
760,920,20:59.0,20:59.0,Health,Family Floater,1984580,93853.03,Monthly,13.6,33,Female,East,Yes,20.3,,1
761,192,20:59.0,20:59.0,Property,Fire Insurance,1007726,41999.42,Annual,15.9,20,Female,South,No,18.6,,1
762,739,20:59.0,20:59.0,Property,Theft Protection,697952,24923.93,Annual,8.5,62,Female,West,Yes,22.9,,1
763,1713,20:59.0,20:59.0,Health,Critical Illness,726315,15776.16,Annual,13.3,20,Male,North,No,39.4,,0
764,1123,20:59.0,20:59.0,Auto,Comprehensive Auto,422818,16208.3,Annual,3.9,44,Female,North,No,21.4,4,1
765,1572,20:59.0,20:59.0,Property,Home Insurance,1202109,44259.59,Quarterly,18.7,67,Male,East,No,26.4,,0
766,978,20:59.0,20:59.0,Property,Theft Protection,918277,33137.33,Quarterly,8.3,60,Female,South,No,15.8,,1
767,1009,20:59.0,20:59.0,Property,Theft Protection,1346573,43282.23,Annual,14.9,57,Male,South,No,24.9,,1
768,96,20:59.0,20:59.0,Life,Endowment,1168166,39137.04,Annual,1.4,55,Male,North,Yes,29.3,,1
769,1688,20:59.0,20:59.0,Health,Critical Illness,1488495,39750.99,Monthly,4.9,50,Male,West,No,38.8,,1
770,663,20:59.0,20:59.0,Life,Term Life,378615,12560.91,Monthly,10.3,45,Female,West,No,27.9,,0
771,1214,20:59.0,20:59.0,Health,Critical Illness,1602268,35112.83,Annual,17.7,18,Male,North,No,35.5,,1
772,1760,20:59.0,20:59.0,Auto,Comprehensive Auto,531530,22952.05,Monthly,11,72,Female,North,No,28.7,4,1
773,37,20:59.0,20:59.0,Auto,Own Damage,1614371,34712.52,Annual,18.7,25,Male,South,No,16,11,1
774,1804,20:59.0,20:59.0,Property,Theft Protection,1404018,25235.57,Annual,10.2,54,Male,West,No,22.9,,1
775,1393,20:59.0,20:59.0,Health,Critical Illness,1554900,47064.66,Monthly,10.3,49,Female,North,No,29.4,,1
776,1719,20:59.0,20:59.0,Auto,Comprehensive Auto,1343512,51108.22,Annual,3.3,65,Male,North,No,38.8,11,1
777,1549,20:59.0,20:59.0,Health,Individual Health,1671788,50688.76,Annual,16.3,60,Male,East,No,36.5,,0
778,279,20:59.0,20:59.0,Auto,Third Party,459925,11353.89,Annual,5.7,54,Female,North,No,20.7,6,1
779,217,20:59.0,20:59.0,Life,Endowment,1108302,38276.31,Monthly,18.1,21,Male,North,No,20.5,,0
780,867,20:59.0,20:59.0,Auto,Third Party,241896,6566.29,Monthly,18.3,47,Male,West,No,20,4,1
781,873,20:59.0,20:59.0,Life,Whole Life,1139118,54279.39,Annual,18.9,23,Male,South,No,38.1,,1
782,1822,20:59.0,20:59.0,Auto,Comprehensive Auto,463461,21918.27,Annual,10.9,63,Female,West,Yes,36.3,6,1
783,1297,20:59.0,20:59.0,Property,Home Insurance,1133329,36927.27,Annual,13.9,71,Female,South,No,34.4,,1
784,1905,20:59.0,20:59.0,Life,Whole Life,916220,24257.79,Annual,15.8,36,Female,East,No,24.8,,1
785,62,20:59.0,20:59.0,Auto,Own Damage,333460,13605.05,Annual,3.5,49,Female,North,Yes,27.6,8,1
786,596,20:59.0,20:59.0,Property,Home Insurance,283979,4624.58,Quarterly,12.4,26,Male,East,No,26.6,,1
787,1904,20:59.0,20:59.0,Life,Endowment,658986,20835.1,Annual,1.7,29,Male,South,No,21.3,,1
788,729,20:59.0,20:59.0,Property,Theft Protection,328104,8783.78,Annual,10.5,28,Female,West,No,27.6,,1
789,1366,20:59.0,20:59.0,Health,Family Floater,1129367,53327.3,Annual,3.9,63,Male,West,No,15.8,,0
790,397,20:59.0,20:59.0,Health,Family Floater,1075270,16580.78,Annual,4.5,72,Male,East,No,18.3,,1
791,699,20:59.0,20:59.0,Life,Whole Life,337360,11587.82,Monthly,7.9,33,Male,South,No,37.2,,1
792,1043,20:59.0,20:59.0,Auto,Third Party,1425147,58321.61,Annual,9.2,18,Male,East,No,33.8,4,0
793,177,20:59.0,20:59.0,Life,Term Life,1997478,63870.62,Annual,12.8,62,Other,East,No,25.6,,1
794,1636,20:59.0,20:59.0,Property,Home Insurance,647578,11649.35,Annual,2.4,72,Male,North,No,27.9,,1
795,396,20:59.0,20:59.0,Auto,Third Party,621302,30466.26,Annual,10.6,70,Female,East,No,24.2,1,0
796,445,20:59.0,20:59.0,Health,Individual Health,185150,6134.09,Annual,4.5,38,Male,North,No,33.5,,0
797,1257,20:59.0,20:59.0,Auto,Third Party,1045893,38171.45,Annual,11.9,47,Other,North,No,34.6,4,1
798,1939,20:59.0,20:59.0,Health,Critical Illness,1149095,26752.47,Annual,13.1,30,Male,West,No,34.1,,1
799,76,20:59.0,20:59.0,Auto,Own Damage,1889050,60303.07,Annual,11.6,51,Male,North,Yes,33.1,7,1
800,265,20:59.0,20:59.0,Auto,Own Damage,623340,18712.81,Annual,15,21,Female,North,No,20.1,11,0
801,455,20:59.0,20:59.0,Auto,Third Party,1112965,19611.95,Annual,7.4,45,Female,West,No,23.4,3,0
802,1820,20:59.0,20:59.0,Property,Theft Protection,408105,7637.93,Monthly,15.5,55,Male,East,No,26.7,,1
803,718,20:59.0,20:59.0,Property,Home Insurance,1690975,74929.7,Annual,9.2,48,Male,South,No,23.3,,1
804,735,20:59.0,20:59.0,Life,Endowment,1990066,46555,Annual,10.2,72,Male,South,No,33.9,,1
805,1408,20:59.0,20:59.0,Life,Endowment,930147,20299.1,Annual,13.3,44,Male,South,Yes,23.2,,1
806,1588,20:59.0,20:59.0,Health,Critical Illness,887165,28985.37,Annual,1.3,22,Male,East,No,18.5,,0
807,851,20:59.0,20:59.0,Property,Home Insurance,1919762,80449.83,Quarterly,13.4,42,Female,North,No,25,,1
808,1530,20:59.0,20:59.0,Health,Family Floater,922318,15834.47,Annual,12.8,20,Male,South,No,39.5,,1
809,1391,20:59.0,20:59.0,Life,Term Life,1256329,44208.05,Quarterly,6.9,50,Male,East,No,20.6,,1
810,144,20:59.0,20:59.0,Health,Family Floater,1712388,32830.53,Annual,2.6,21,Female,North,No,30.3,,1
811,885,20:59.0,20:59.0,Life,Whole Life,393150,6398.96,Annual,2.7,42,Other,West,No,25.8,,1
812,1093,20:59.0,20:59.0,Property,Theft Protection,1909712,32171.08,Quarterly,18.5,37,Female,South,Yes,16.8,,0
813,1123,20:59.0,20:59.0,Auto,Third Party,1596064,70539.24,Annual,14.1,51,Male,North,No,27.2,1,1
814,396,20:59.0,20:59.0,Property,Home Insurance,1193489,22830.3,Annual,3.4,43,Male,South,No,32.6,,1
815,1049,20:59.0,20:59.0,Health,Individual Health,668396,11082.2,Annual,7.8,22,Female,South,No,27.8,,1
816,948,20:59.0,20:59.0,Health,Family Floater,829091,25143.42,Quarterly,12.3,52,Male,South,No,36.8,,1
817,891,20:59.0,20:59.0,Property,Theft Protection,319637,14236.56,Annual,16.9,45,Male,North,No,22.2,,1
818,1493,20:59.0,20:59.0,Property,Theft Protection,119639,2893.38,Monthly,1.8,46,Female,East,No,17.2,,1
819,1508,20:59.0,20:59.0,Life,Term Life,1330028,39581.56,Annual,5.5,26,Female,North,No,38.4,,0
820,1589,20:59.0,20:59.0,Health,Critical Illness,1415103,23203.85,Monthly,17.9,69,Female,South,Yes,24.5,,1
821,1175,20:59.0,20:59.0,Health,Family Floater,1756930,53968.93,Annual,1.2,55,Male,North,No,29.4,,1
822,1168,20:59.0,20:59.0,Property,Fire Insurance,1823216,64207.21,Quarterly,4.8,67,Male,West,No,34.8,,1
823,569,20:59.0,20:59.0,Auto,Comprehensive Auto,359378,12571.67,Annual,19.2,23,Other,East,No,23.1,9,1
824,1063,20:59.0,20:59.0,Health,Family Floater,1014795,27029,Monthly,12.7,36,Male,North,No,32.9,,0
825,109,20:59.0,20:59.0,Auto,Comprehensive Auto,1751538,45616.46,Annual,6,61,Female,West,No,18.4,2,1
826,1717,20:59.0,20:59.0,Property,Fire Insurance,536084,10041.83,Annual,2.3,74,Female,East,No,22.3,,1
827,1066,20:59.0,20:59.0,Property,Home Insurance,1628458,45332.92,Annual,1.5,28,Female,West,No,18.6,,1
828,1210,20:59.0,20:59.0,Life,Endowment,1859771,34372.87,Annual,5.7,19,Male,East,No,35.3,,1
829,935,20:59.0,20:59.0,Health,Family Floater,319515,13365.59,Annual,17.7,64,Male,North,No,20.6,,0
830,398,20:59.0,20:59.0,Auto,Third Party,1670179,81537.47,Monthly,8.9,61,Female,West,Yes,32.9,8,1
831,1247,20:59.0,20:59.0,Life,Term Life,1837500,89950.41,Monthly,14.7,61,Female,South,No,38.6,,1
832,634,20:59.0,20:59.0,Health,Individual Health,1750115,79240.81,Annual,18.4,26,Female,West,Yes,28.2,,1
833,1157,20:59.0,20:59.0,Life,Whole Life,282520,10178.55,Monthly,8.8,38,Male,East,No,28.5,,1
834,1187,20:59.0,20:59.0,Property,Home Insurance,1702390,67295.99,Annual,4.6,41,Male,North,No,26.5,,1
835,1239,20:59.0,20:59.0,Health,Family Floater,1342035,33526.99,Annual,10.8,51,Female,East,Yes,23.1,,1
836,733,20:59.0,20:59.0,Life,Endowment,721986,26769.05,Quarterly,18.3,39,Female,West,Yes,26.9,,1
837,235,20:59.0,20:59.0,Life,Term Life,1971013,60998.39,Quarterly,16.3,20,Female,West,Yes,30.1,,1
838,1867,20:59.0,20:59.0,Auto,Third Party,287330,9157.38,Monthly,2.3,29,Male,South,No,39.6,8,0
839,658,20:59.0,20:59.0,Life,Endowment,1204149,49998.89,Annual,14.2,45,Female,North,Yes,38.4,,1
840,751,20:59.0,20:59.0,Health,Critical Illness,974634,24236.36,Quarterly,11.9,47,Female,North,No,36.6,,1
841,588,20:59.0,20:59.0,Health,Family Floater,187900,4910.09,Annual,18.2,43,Female,West,Yes,37.2,,1
842,1033,20:59.0,20:59.0,Auto,Comprehensive Auto,369658,17507.91,Annual,3.3,65,Male,North,No,26.7,7,1
843,1098,20:59.0,20:59.0,Health,Family Floater,550364,9338.49,Annual,11.1,38,Male,South,No,31.4,,1
844,954,20:59.0,20:59.0,Property,Theft Protection,1604316,51333.62,Monthly,17.7,45,Female,East,No,37.4,,0
845,492,20:59.0,20:59.0,Health,Family Floater,1334283,62641.96,Monthly,8.8,73,Male,North,Yes,24.8,,1
846,913,20:59.0,20:59.0,Health,Individual Health,1806600,65692.86,Quarterly,10.2,43,Male,West,No,39,,1
847,1277,20:59.0,20:59.0,Life,Endowment,1603493,54717.99,Annual,2.3,50,Female,East,No,25.4,,1
848,1254,20:59.0,20:59.0,Life,Whole Life,1771819,42064.84,Annual,6.3,38,Male,East,No,30,,1
849,1543,20:59.0,20:59.0,Health,Individual Health,748419,20218.27,Annual,7.2,52,Female,South,No,32.7,,1
850,1198,20:59.0,20:59.0,Auto,Own Damage,1575870,70633.16,Annual,19,69,Male,West,No,38.8,7,0
851,1677,20:59.0,20:59.0,Life,Term Life,1796868,62122.46,Annual,6.4,51,Female,North,No,21.1,,1
852,1192,20:59.0,20:59.0,Auto,Own Damage,573116,18921.98,Quarterly,9.8,58,Other,West,No,33.7,7,1
853,170,20:59.0,20:59.0,Health,Family Floater,1553061,28708.78,Annual,13.8,68,Male,East,No,28,,1
854,1417,20:59.0,20:59.0,Health,Individual Health,563066,8761.86,Annual,4.1,64,Male,West,No,21.7,,1
855,946,20:59.0,20:59.0,Property,Theft Protection,1960994,95557.24,Annual,10.2,35,Male,North,Yes,34.4,,1
856,795,20:59.0,20:59.0,Life,Term Life,1970967,55570.46,Annual,15,28,Male,North,Yes,28.8,,1
857,634,20:59.0,20:59.0,Health,Individual Health,314179,11345.78,Annual,17.5,74,Female,South,Yes,31.5,,1
858,1218,20:59.0,20:59.0,Property,Fire Insurance,1208343,21496.46,Monthly,12.9,40,Female,North,No,23.1,,0
859,1541,20:59.0,20:59.0,Life,Term Life,483961,18830.44,Quarterly,13.7,65,Male,North,No,27,,1
860,29,20:59.0,20:59.0,Health,Critical Illness,591529,28180.34,Monthly,3.4,39,Male,West,No,30.4,,1
861,1189,20:59.0,20:59.0,Health,Critical Illness,627263,22047.22,Annual,19,34,Male,West,Yes,25.1,,0
862,1446,20:59.0,20:59.0,Life,Endowment,204226,3964.85,Annual,3.5,22,Female,East,No,20,,0
863,339,20:59.0,20:59.0,Life,Endowment,1012454,35800.63,Annual,15.7,61,Male,South,No,39,,1
864,1672,20:59.0,20:59.0,Life,Whole Life,541818,22660,Monthly,6,28,Female,West,No,27.8,,0
865,1520,20:59.0,20:59.0,Health,Individual Health,106396,3109.38,Quarterly,18.7,47,Female,North,No,33.3,,0
866,1389,20:59.0,20:59.0,Health,Family Floater,1591019,72859.64,Annual,14.7,32,Female,East,No,25.3,,1
867,1857,20:59.0,20:59.0,Property,Home Insurance,168920,6368.94,Annual,15.3,44,Male,West,No,23.9,,1
868,1366,20:59.0,20:59.0,Auto,Comprehensive Auto,456547,21217.43,Annual,5.2,52,Female,South,No,25.2,7,1
869,500,20:59.0,20:59.0,Life,Term Life,244999,9021.52,Quarterly,9.4,50,Male,South,No,25.2,,0
870,1681,20:59.0,20:59.0,Health,Family Floater,1709090,33489.75,Monthly,12.7,37,Male,East,No,28.6,,0
871,511,20:59.0,20:59.0,Health,Individual Health,1707583,44122.6,Annual,15.6,33,Female,East,No,28.6,,1
872,1351,20:59.0,20:59.0,Life,Whole Life,113014,2493.41,Annual,3,51,Female,East,No,27.4,,0
873,217,20:59.0,20:59.0,Auto,Own Damage,1662210,77806.27,Annual,19.3,19,Male,East,No,18.4,7,1
874,1325,20:59.0,20:59.0,Life,Endowment,644699,26828.51,Annual,17.9,52,Male,East,Yes,27.4,,0
875,1156,20:59.0,20:59.0,Auto,Comprehensive Auto,235550,9109.65,Annual,6.1,57,Male,North,No,19.2,0,1
876,1828,20:59.0,20:59.0,Health,Family Floater,1766190,45097.58,Annual,16.6,73,Male,North,No,18.2,,1
877,1094,20:59.0,20:59.0,Auto,Own Damage,1285382,27560.6,Quarterly,10.8,45,Male,West,No,38.3,5,0
878,1276,20:59.0,20:59.0,Property,Fire Insurance,1520413,63060.33,Quarterly,9.8,64,Male,South,No,30.1,,1
879,1439,20:59.0,20:59.0,Health,Family Floater,1083994,34249.36,Annual,7,56,Male,North,No,31.5,,1
880,1811,20:59.0,20:59.0,Property,Home Insurance,388585,8899.62,Monthly,12,23,Female,North,No,25,,1
881,445,20:59.0,20:59.0,Life,Endowment,1144697,41875.04,Annual,14.9,26,Female,North,No,37.7,,1
882,876,20:59.0,20:59.0,Life,Term Life,1094890,17968.99,Annual,8.8,37,Female,West,No,30.9,,1
883,1206,20:59.0,20:59.0,Life,Term Life,1835354,48482.64,Annual,13,18,Male,East,No,34.2,,1
884,167,20:59.0,20:59.0,Auto,Own Damage,372341,11691.32,Annual,14.3,25,Female,West,No,24.2,11,1
885,91,20:59.0,20:59.0,Health,Critical Illness,1183153,23874.3,Annual,14.5,72,Female,South,No,39,,0
886,714,20:59.0,20:59.0,Life,Whole Life,406778,20120.42,Annual,2,40,Female,South,Yes,35.5,,0
887,1882,20:59.0,20:59.0,Life,Endowment,1347682,30078.12,Annual,17.3,20,Female,South,No,36.3,,1
888,1555,20:59.0,20:59.0,Health,Family Floater,1534223,30013.02,Monthly,9.7,21,Female,South,No,19.3,,1
889,39,20:59.0,20:59.0,Life,Whole Life,1085141,24007.36,Annual,6,42,Female,North,No,21.8,,1
890,1150,20:59.0,20:59.0,Property,Fire Insurance,1591037,66691.72,Annual,5.6,64,Male,North,No,22.1,,1
891,1475,20:59.0,20:59.0,Health,Critical Illness,1985219,59343.55,Annual,10.2,55,Female,West,No,21.8,,1
892,173,20:59.0,20:59.0,Health,Individual Health,710197,24707.44,Quarterly,17.8,32,Female,East,Yes,36.4,,1
893,653,20:59.0,20:59.0,Health,Family Floater,555200,8736.25,Annual,8.2,38,Female,South,No,15.8,,1
894,754,20:59.0,20:59.0,Property,Home Insurance,1581817,25633.5,Monthly,15.2,52,Female,West,No,16.9,,1
895,1244,20:59.0,20:59.0,Health,Individual Health,526379,16109.25,Annual,2.8,74,Male,North,Yes,21.8,,1
896,1662,20:59.0,20:59.0,Property,Theft Protection,1570871,68463.17,Annual,10,70,Male,North,Yes,20,,1
897,1082,20:59.0,20:59.0,Health,Individual Health,1504407,69177.69,Annual,19.8,70,Female,East,No,20.8,,0
898,1684,20:59.0,20:59.0,Auto,Comprehensive Auto,575754,10383.57,Annual,15.6,63,Female,East,No,34.9,8,0
899,476,20:59.0,20:59.0,Life,Endowment,1915779,64835.15,Annual,5,69,Female,East,No,29.1,,1
900,456,20:59.0,20:59.0,Auto,Third Party,1086149,51008.86,Annual,10.5,31,Male,West,No,15.1,7,1
901,829,20:59.0,20:59.0,Life,Term Life,396030,11318.16,Annual,5.4,53,Male,North,No,25.7,,1
902,895,20:59.0,20:59.0,Property,Theft Protection,378055,16647.58,Annual,8.8,29,Female,North,No,25.2,,0
903,1385,20:59.0,20:59.0,Auto,Comprehensive Auto,1852502,36456.03,Annual,15.8,34,Female,East,No,17.8,2,1
904,1959,20:59.0,20:59.0,Health,Individual Health,1512538,72206.76,Monthly,15.7,56,Female,South,No,31.9,,1
905,1025,20:59.0,20:59.0,Life,Whole Life,138422,5716.8,Annual,5.3,26,Male,East,No,32.6,,1
906,387,20:59.0,20:59.0,Life,Term Life,1601676,76795.08,Monthly,18.5,52,Female,West,No,33,,0
907,1997,20:59.0,20:59.0,Auto,Own Damage,1065691,41222.64,Quarterly,12.3,30,Male,East,No,33.2,10,1
908,348,20:59.0,20:59.0,Property,Home Insurance,385513,10686.09,Annual,8.2,32,Female,East,No,15,,0
909,190,20:59.0,20:59.0,Auto,Third Party,1886901,90262.44,Annual,10.5,35,Male,West,Yes,38.8,0,1
910,505,20:59.0,20:59.0,Property,Fire Insurance,1391293,34288.19,Annual,12.5,68,Male,East,Yes,35.4,,1
911,1215,20:59.0,20:59.0,Property,Theft Protection,1719771,45790.69,Quarterly,11.6,50,Female,North,No,37.6,,0
912,1532,20:59.0,20:59.0,Life,Whole Life,1008378,39859.46,Quarterly,10.2,23,Female,South,No,15.4,,1
913,1393,20:59.0,20:59.0,Auto,Comprehensive Auto,782722,32706.88,Quarterly,10.6,44,Male,East,Yes,38.3,1,0
914,1433,20:59.0,20:59.0,Auto,Third Party,936388,44505.7,Monthly,4.4,40,Female,West,No,35.2,10,1
915,824,20:59.0,20:59.0,Property,Theft Protection,1841396,40820.22,Quarterly,16.4,44,Male,South,No,35.9,,1
916,929,20:59.0,20:59.0,Auto,Third Party,1880957,80749.35,Annual,11.3,51,Male,West,No,17.3,14,1
917,934,20:59.0,20:59.0,Health,Family Floater,1525159,62301.39,Annual,3.5,73,Male,South,No,33.5,,1
918,1141,20:59.0,20:59.0,Health,Family Floater,1250847,21555.61,Monthly,15.6,63,Male,South,No,39,,1
919,134,20:59.0,20:59.0,Auto,Own Damage,1084104,30954.22,Annual,18.7,55,Female,East,No,32,1,1
920,58,20:59.0,20:59.0,Auto,Third Party,403548,10047.05,Annual,19,31,Male,North,No,29.3,6,1
921,1580,20:59.0,20:59.0,Property,Fire Insurance,1828264,46908.07,Quarterly,8,53,Female,East,No,38.6,,0
922,685,20:59.0,20:59.0,Health,Individual Health,894156,44174.11,Annual,3.6,70,Female,West,Yes,26.1,,1
923,672,20:59.0,20:59.0,Health,Critical Illness,1971141,73912.29,Monthly,10.8,25,Male,West,No,30,,1
924,173,20:59.0,20:59.0,Life,Whole Life,1266053,50792.36,Quarterly,3.1,52,Female,South,No,26.9,,1
925,1853,20:59.0,20:59.0,Property,Theft Protection,1327880,65307.29,Annual,18.7,36,Male,South,Yes,38.3,,1
926,815,20:59.0,20:59.0,Life,Whole Life,1076163,30350.02,Monthly,4.5,47,Female,North,No,16.9,,1
927,1173,20:59.0,20:59.0,Health,Family Floater,1638853,70576.23,Annual,5.8,31,Male,East,No,27.5,,1
928,80,20:59.0,20:59.0,Property,Fire Insurance,865363,26141.39,Annual,8.7,37,Male,West,Yes,32.2,,1
929,886,20:59.0,20:59.0,Auto,Comprehensive Auto,1894298,86064.93,Annual,8.3,66,Male,South,Yes,34.8,11,1
930,1237,20:59.0,20:59.0,Property,Home Insurance,1744000,37187.34,Annual,16.1,42,Male,North,No,29.6,,0
